fund_name,scheme_name,category,rating,aum,expense_ratio,inception_date,Benchmark Index,nav,high_52_week,low_52_week,return_1_month,Return (%)3 mo,Return (%)6 mo,return_1_year,Return (%)2 yrs,return_3_year,return_5_year,Return (%)10 yrs,Turnover Ratio (%),number_of_stocks,average_market_cap,large_cap,mid_cap,small_cap,Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,standard_deviation,classification,category_average_return,category_average_return_3years,exit_load_remarks
ICICI Prudential Mutual Fund,ICICI Pru Value Discovery Fund(G),EQ-VAL,4.0,25195.9,1.74,16-Aug-04,NIFTY 500 - TRI,262.22,266.9,228.21,0.74,7.23,0.68,2.22,33.11,23.4,13.49,17.14,66,71.0,129741.0,70.04,7.21,7.65,Financials,-,-,-,5.22,0.08,0.13,0.72,14.96,Equity : Value / Contra,3.04,21.88,1% on or before 12M Nil after 12M
IDBI Mutual Fund,IDBI Equity Advantage Fund-Reg(G),EQ-ELSS,1.0,481.6,2.43,10-Sep-13,NIFTY 500 - TRI,39.05,40.46,32.9,-0.59,10,2.72,-3.16,22.69,12.12,9.15,-,2,41.0,164995.0,80.46,14.95,3.65,Financials,-,-,-,1.76,-0.2,-0.31,0.98,18.72,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
IDBI Mutual Fund,IDBI Flexi Cap Fund(G),EQ-FLEX,3.0,374.3,2.52,28-Mar-14,NIFTY 500 - TRI,35.28,36.88,29.35,-1.23,10.08,3.19,-2.84,26.61,17.34,11.85,-,13,50.0,139852.0,76.88,15.81,6.53,Financials,-,-,-,1.69,-0.2,-0.31,0.96,18.33,Equity : Flexi Cap,-2.7,16.46,1% on or before 12M
IDBI Mutual Fund,IDBI Hybrid Equity Fund(G),HY-EQ,3.0,181.5,2.53,24-Oct-16,CRISIL Hybrid 35+65 - Aggressive Index,15.59,16.75,14.08,-0.84,5.11,-0.6,-7.71,14.28,11.06,5.78,-,144,42.0,176914.0,53.04,15.73,3.37,Financials,4.06,3.28,6.33,-9.25,-0.73,-1.11,0.88,13.37,Hybrid : Equity Oriented,1.35,8.53,1% on or Before 12M Nil after 12M
IDBI Mutual Fund,IDBI India Top 100 Equity Fund(G),EQ-LC,4.0,602.1,2.47,15-May-12,NIFTY 100 - TRI,39.86,41.44,34.09,-0.52,8.65,2.55,-5.1,24.3,16.73,10.68,13.3,17,59.0,227776.0,84.7,11.44,2.67,Financials,-,-,-,-0.33,-0.31,-0.5,0.99,18.57,Equity : Large Cap,-3.51,14.3,1% on or before 1YNil after 1Y
IDBI Mutual Fund,IDBI Midcap Fund(G),EQ-MID,2.0,193.8,2.52,25-Jan-17,Nifty Midcap 150 - TRI,16.93,18.56,14.22,-2.36,7,1.68,-10.97,25.03,18.25,7.51,-,23,63.0,30978.0,18.8,68.29,11.53,Financials,-,-,-,-6.48,-0.58,-0.87,0.94,20.18,Equity : Mid Cap,0.53,23.53,1% on or before 12M
IDBI Mutual Fund,IDBI Small Cap Fund(G),EQ-SML,2.0,153.8,2.6,21-Jun-17,Nifty Smallcap 250 - TRI,18.69,19.81,15.26,-2.35,12.4,5.42,5.84,44.43,27.57,12.62,-,13,52.0,12377.0,2.0,32.67,62.34,Capital Goods,-,-,-,10.23,0.32,0.48,0.75,19.13,Equity : Small Cap,2.94,30.51,1% on or before 12M
IDFC Mutual Fund,IDFC Arbitrage Fund-Reg(G),HY-ARB,2.0,4019.6,1.05,21-Dec-06,Nifty 50 Arbitrage,26.94,26.94,25.98,0.42,1.13,1.89,3.6,3.62,3.7,4.76,6.11,1425,152.0,87914.0,43.54,19.47,3.63,Financials,-,-,-,0.81,0.96,1.97,-0.01,0.86,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 1M
IDFC Mutual Fund,IDFC Balanced Advantage Fund-Reg(G),HY-DYN,3.0,2983.6,1.96,10-Oct-14,NIFTY 50 Hybrid Composite Debt 50:50 Index,18.06,18.58,16.32,0.07,5.24,1.91,-2.01,10.03,9.69,7.73,-,277,45.0,215843.0,56.55,7.42,2.88,Financials,1.45,1.27,6.68,-3.91,-0.45,-0.7,0.73,9.55,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil for 10% of investment and for remaining investment 1% on or before 1Y
IDFC Mutual Fund,IDFC Core Equity Fund-Reg(G),EQ-L&M,3.0,2378.6,2.06,9-Aug-05,NIFTY LargeMidcap 250 - TRI,71.19,73.34,59.64,-0.14,9,4.58,-2.54,26.99,17.4,10.1,13.02,30,65.0,106236.0,55.24,34.0,8.51,Financials,-,-,-,2.32,-0.16,-0.24,0.96,18.59,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 10% of investment and 1% for remaining investment on or before 365D Nil after 365D
IDFC Mutual Fund,IDFC Flexi Cap Fund-Reg(G),EQ-FLEX,2.0,5799.3,1.94,28-Sep-05,S&P BSE 500 - TRI,137.87,146.27,115.84,-0.54,8.61,3.66,-3.48,24.21,13.44,8.08,14.11,11,43.0,153371.0,67.06,23.04,5.12,Financials,-,-,-,0.91,-0.23,-0.37,0.92,17.86,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of investment and 1% for remaining investment on or before 365D Nil after 365D
IDFC Mutual Fund,IDFC Focused Equity Fund-Reg(G),EQ-MLC,2.0,1312.8,2.2,16-Mar-06,S&P BSE 500 - TRI,52.97,57.75,45.8,-0.73,6.28,0.23,-6.03,14.95,13.35,6.83,10.71,61,26.0,116425.0,61.16,22.45,12.42,Financials,-,-,-,-0.96,-0.34,-0.54,0.95,18.15,Equity : Multi Cap,0.07,20.3,Nil upto 10% of investment and 1% for remaining investment on or before 365D Nil after 365D
IDFC Mutual Fund,IDFC Hybrid Equity Fund-Reg(G),HY-EQ,4.0,577.4,2.45,30-Dec-16,S&P BSE 200 - TRI,17.14,17.93,15.07,0.39,6.45,2.32,-4.3,20.92,14.33,8.51,-,30,42.0,157045.0,57.05,15.4,4.47,Financials,1.52,1.33,7.03,-5.54,-0.43,-0.67,0.89,14.17,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of investment and 1 % for remaining investment on or before 12M
IDFC Mutual Fund,IDFC Infrastructure Fund-Reg(G),EQ-INFRA,5.0,636.2,2.44,8-Mar-11,S&P BSE India Infrastructure Index - TRI,24.19,26.09,19.88,-3.94,9.9,0.55,-2.18,42.64,19.76,6.2,10.45,5,33.0,25561.0,36.03,22.07,40.78,Infrastructure,-,-,-,2.52,-0.11,-0.17,0.87,20.24,Equity : Sectoral - Infrastructure,5.4,20.87,Nil upto 10% of investment and 1% for remaining investment on or before 365D Nil after 365D
IDFC Mutual Fund,IDFC Large Cap Fund-Reg(G),EQ-LC,3.0,1073.3,2.3,9-Jun-06,S&P BSE 100 - TRI,49.32,52.75,42.29,-0.62,6.85,1.99,-5.62,18.62,14.36,9.81,11.44,66,38.0,241869.0,81.12,7.92,6.35,Financials,-,-,-,-0.73,-0.34,-0.53,0.99,18.42,Equity : Large Cap,-3.51,14.3,Nil upto 10% of investment and 1% for remaining investments on or before 365D Nil after 365D
IDFC Mutual Fund,IDFC Regular Savings Fund-Reg(G),HY-DT(CO),1.0,163.9,2.13,25-Feb-10,NIFTY AAA Short Duration Bond Index,25.89,26.33,24.9,-0.23,1.82,0.46,-1.42,4.65,5.02,4.92,7.67,0,23.0,42966.0,5.02,5.93,1.0,Financials,2.21,1.89,6.92,-3.78,-0.88,-1.41,0.56,4.56,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil for 10% of investment and For remaining investment 1% on or before 365D
IDFC Mutual Fund,IDFC Sterling Value Fund-Reg(G),EQ-VAL,5.0,4894.9,1.97,7-Mar-08,S&P BSE 500 - TRI,91.46,94.85,76.8,-0.11,8.14,0.64,2.06,43.01,25.71,11.49,16.06,27,57.0,49147.0,39.51,30.94,22.95,Financials,-,-,-,6.12,0.07,0.1,0.87,18.49,Equity : Value / Contra,3.04,21.88,Nil upto 10% of investment and 1% for remaining investment on or before 365D Nil after 365D
IDFC Mutual Fund,IDFC Tax Advt(ELSS) Fund-Reg(G),EQ-ELSS,5.0,3808.0,1.93,26-Dec-08,S&P BSE 500 - TRI,99.27,103.32,83.92,0.28,8.14,0.82,-2.01,35.12,23.14,12.71,16.84,18,47.0,86312.0,55.05,19.39,18.45,Financials,-,-,-,3.12,-0.12,-0.18,0.97,19.32,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
IIFL Mutual Fund,IIFL Focused Equity Fund-Reg(G),EQ-MLC,4.0,3231.3,1.93,30-Oct-14,S&P BSE 500 - TRI,29.87,32.03,25.09,0.13,9.73,2.81,-5.16,25.97,20.34,15.32,-,23,31.0,115452.0,67.41,12.64,13.08,Financials,-,-,-,-1.13,-0.35,-0.54,0.9,17.31,Equity : Multi Cap,0.07,20.3,1% on or before 12M
Invesco Mutual Fund,Invesco India Arbitrage Fund(G),HY-ARB,3.0,1662.4,1.05,30-Apr-07,Nifty 50 Arbitrage,26.38,26.38,25.2,0.46,1.33,2.35,4.54,3.99,4.1,4.91,6.05,2127,135.0,44023.0,28.85,21.57,14.33,Financials,-,-,-,1.71,1.86,3.86,-0.02,0.92,Hybrid : Arbitrage,3.56,3.65,0.50% on or before 15D Nil after 15D
Invesco Mutual Fund,Invesco India Contra Fund(G),EQ-VAL,3.0,9259.1,1.75,11-Apr-07,S&P BSE 500 - TRI,78.86,81.2,66.56,-0.37,8.89,4.69,-2.59,25.27,18.61,12.81,16.81,59,62.0,119184.0,69.94,16.16,9.07,Financials,-,-,-,2.12,-0.17,-0.26,0.91,17.36,Equity : Value / Contra,3.04,21.88,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India Dynamic Equity Fund(G),HY-DYN,2.0,647.8,2.3,4-Oct-07,NIFTY 50 Hybrid Composite Debt 50:50 Index,37.45,38.08,33.61,-0.24,6.94,3.08,-0.72,11.34,8.09,5.39,10.82,199,32.0,178761.0,57.71,4.31,2.87,Financials,-,-,-,-2.77,-0.28,-0.44,0.7,11.29,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 10% of units and 0.25% for above the limits on or before 3M Nil after 3M
Invesco Mutual Fund,Invesco India Financial Services Fund(G),EQ-FIN,2.0,450.5,2.52,14-Jul-08,Nifty Financial Services - TRI,79.11,84.77,64.51,-1.71,11.89,4.23,-5.83,22.08,10.56,8.89,13.7,23,26.0,172407.0,77.99,5.58,13.74,Financials,-,-,-,-0.5,-0.3,-0.47,1.03,20.6,Equity : Sectoral - Financial Services,-1.79,11.01,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India Growth Opp Fund(G),EQ-L&M,2.0,3825.6,1.89,9-Aug-07,NIFTY LargeMidcap 250 - TRI,52.34,55.48,44.22,-0.3,8.55,3.05,-5.42,20.85,14.01,10.93,14.76,75,61.0,87014.0,54.82,38.59,2.69,Financials,-,-,-,-1.23,-0.36,-0.55,0.9,17.49,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India Infrastructure Fund(G),EQ-INFRA,4.0,430.1,2.51,24-Oct-07,S&P BSE India Infrastructure Index - TRI,31.99,33.72,27.06,-3.66,6.31,2.51,-1.46,38.99,23.41,13.21,15.57,48,39.0,36480.0,35.19,24.42,37.28,Capital Goods,-,-,-,3.75,-0.04,-0.07,0.82,18.37,Equity : Sectoral - Infrastructure,5.4,20.87,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India Largecap Fund(G),EQ-LC,3.0,717.1,2.27,21-Aug-09,NIFTY 100 - TRI,43.46,47.36,37.78,-1.09,6.4,1.45,-7.02,20.46,14.86,10.62,13.14,32,44.0,228158.0,81.67,11.0,4.51,Financials,-,-,-,-2.52,-0.44,-0.68,0.95,17.82,Equity : Large Cap,-3.51,14.3,Nil 
Invesco Mutual Fund,Invesco India Midcap Fund(G),EQ-MID,3.0,2542.1,2.0,19-Apr-07,S&P BSE 150 MidCap - TRI,87.84,92.65,73.59,-0.83,8.34,2.29,-4.93,28.51,22.56,13.82,18.31,54,58.0,26810.0,14.08,66.67,14.33,Automobile and Ancillaries,-,-,-,-0.03,-0.26,-0.4,0.87,18.64,Equity : Mid Cap,0.53,23.53,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India Multicap Fund(G),EQ-MLC,4.0,2231.4,2.03,17-Mar-08,Nifty500 Multicap 50:25:25 - TRI,78.2,84.48,65.92,-0.92,8.42,2.88,-5.69,27.37,18.59,10.44,16.92,40,64.0,48056.0,40.2,32.47,22.5,Financials,-,-,-,-1.76,-0.37,-0.55,0.85,17.79,Equity : Multi Cap,0.07,20.3,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India PSU Equity Fund(G),EQ-THEM,1.0,369.6,2.44,18-Nov-09,S&P BSE PSU - TRI,29.32,30.11,23.17,-1.25,16.15,3.93,0.62,32.11,17.19,8.36,11.25,51,19.0,69334.0,69.37,12.19,16.03,Financials,-,-,-,6.96,0.1,0.15,0.87,21.12,Equity : Thematic,7.27,15.07,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
Invesco Mutual Fund,Invesco India Tax Plan(G),EQ-ELSS,3.0,1845.6,2.04,29-Dec-06,S&P BSE 500 - TRI,77.45,88.43,68.12,-1.63,6.24,-1.93,-11.99,19.22,14.45,10.93,15.21,59,44.0,123346.0,61.92,24.13,11.21,Financials,-,-,-,-7.84,-0.71,-1.09,0.95,18.36,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
JM Financial Mutual Fund,JM Flexicap Fund-Reg(G),EQ-FLEX,3.0,225.6,2.51,23-Sep-08,S&P BSE 500 - TRI,53.33,55.49,45.1,-0.96,8.22,5.45,-1.41,30.6,15.91,11.45,15.49,86.3,41.0,136976.0,65.71,26.02,5.48,Financials,-,-,-,3.38,-0.1,-0.17,0.96,18.48,Equity : Flexi Cap,-2.7,16.46,1% on or before 1Y Nil after 1Y
JM Financial Mutual Fund,JM Value Fund(G),EQ-VAL,3.0,154.6,2.52,2-Jun-97,S&P BSE 500 - TRI,50.92,54.58,43.03,-0.49,8.23,1.7,-5.92,27.94,15.47,8.97,14.33,81.5,39.0,92343.0,63.89,24.01,9.93,Financials,-,-,-,-1.21,-0.35,-0.53,0.95,18.58,Equity : Value / Contra,3.04,21.88,1% on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Bluechip Fund(G),EQ-LC,4.0,4934.4,1.97,4-Feb-03,NIFTY 100 - TRI,373.68,392.39,325.27,-0.68,6.63,2.38,-5.98,21.63,15.93,11.69,13.53,3.92,60.0,209777.0,78.12,16.93,2.16,Financials,-,-,-,-1.64,-0.39,-0.61,0.95,17.74,Equity : Large Cap,-3.51,14.3,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Debt Hybrid Fund(G),HY-DT(CO),5.0,1571.1,1.82,2-Dec-03,CRISIL Hybrid 85+15 - Conservative Index,43.91,44.26,41.19,0.01,3.64,2.84,1.79,11.45,10.68,8.22,9.55,0,49.0,95625.0,15.22,4.56,4.82,Financials,5.76,2.36,7.27,-0.35,-0.13,-0.2,0.6,4.94,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil upto 8% of investments and 1% for remaining investments on or before 6M Nil after 6M
Kotak Mutual Fund,Kotak Emerging Equity Fund(G),EQ-MID,4.0,21996.1,1.7,30-Mar-07,Nifty Midcap 150 - TRI,75.9,79.21,63.27,-2.22,8.8,3.08,1.0,35.7,25.83,14.49,19.57,3.46,71.0,31448.0,14.51,68.87,10.61,Automobile and Ancillaries,-,-,-,4.76,0.02,0.04,0.78,17.22,Equity : Mid Cap,0.53,23.53,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Equity Arbitrage Fund(G),HY-ARB,4.0,22408.4,1.01,29-Sep-05,Nifty 50 Arbitrage,30.92,30.92,29.67,0.46,1.19,2.11,4.1,4.04,4.16,5.04,6.37,536.65,161.0,93087.0,44.23,21.1,4.82,Financials,0.01,0.01,6.04,1.29,1.44,2.96,-0.02,0.91,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 30D Nil after 30D
Kotak Mutual Fund,Kotak Equity Hybrid Fund(G),HY-EQ,5.0,2922.1,2.01,3-Nov-14,NIFTY 50 Hybrid Composite Debt 65:35 Index,40.72,42.17,36.34,-1.52,5.41,1.72,-0.01,22.95,16.86,11.62,-,7.21,60.0,104371.0,43.43,18.49,9.83,Financials,5.47,2.77,5.96,-0.63,-0.09,-0.13,0.82,12.66,Hybrid : Equity Oriented,1.35,8.53,Nil upto 8% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Equity Opp Fund(G),EQ-L&M,3.0,10759.4,1.8,9-Sep-04,NIFTY LargeMidcap 250 - TRI,204.19,211.36,172.19,-1.14,8.67,2.61,0.98,25.9,19.46,12.32,15.61,12.72,63.0,107579.0,55.62,34.12,5.15,Financials,-,-,-,5.14,0.02,0.03,0.87,17.27,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Equity Savings Fund(G),HY-EQ,2.0,1968.2,2.13,13-Oct-14,NIFTY 50 Equity Savings Index - TRI,19.13,19.2,18.03,0.25,3.52,2.64,4.64,10.77,9.34,7.87,-,30.73,64.0,137188.0,57.09,8.68,2.19,Financials,3.35,0.12,6.61,2.29,0.4,0.65,0.3,5.28,Hybrid : Equity Oriented,1.35,8.53,Nil upto 8% of investments and 1% for remaining investments on or before 90D Nil after 90D
Kotak Mutual Fund,Kotak Flexicap Fund(G),EQ-FLEX,2.0,35933.4,1.57,11-Sep-09,NIFTY 500 - TRI,53.3,55.55,45.49,-1.15,8.42,2.28,-3.18,21.1,14.08,10.51,15.65,7.47,49.0,176772.0,72.58,23.85,1.42,Financials,-,-,-,1.69,-0.2,-0.31,0.96,18.36,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak India EQ Contra Fund(G),EQ-VAL,2.0,1344.1,2.26,27-Jul-05,NIFTY500 Value 50 - TRI,84.64,87.46,72.5,-0.53,8.06,2.37,-3.13,24.73,16.66,12.43,14.08,18,58.0,154569.0,71.79,24.3,1.66,Financials,-,-,-,1.29,-0.22,-0.34,0.92,17.48,Equity : Value / Contra,3.04,21.88,1% on or before 90D Nil after 90D
Kotak Mutual Fund,Kotak Infra & Eco Reform Fund(G),EQ-INFRA,3.0,642.2,2.52,25-Feb-08,Nifty Infrastructure - TRI,35.96,37.85,29.02,-2.83,10.15,9.15,7.0,45.1,22.17,10.55,14.77,9.69,44.0,36826.0,33.37,39.71,24.09,Automobile and Ancillaries,-,-,-,11.01,0.39,0.6,0.77,17.22,Equity : Sectoral - Infrastructure,5.4,20.87,1% on or before 90D Nil after 90D
Kotak Mutual Fund,Kotak Small Cap Fund(G),EQ-SML,4.0,8469.0,1.89,24-Feb-05,Nifty Smallcap 250 - TRI,165.11,174.21,141.01,-2.52,7.29,-0.58,-3.18,43.38,33.1,16.87,19.56,5.28,76.0,11304.0,2.88,24.97,66.91,Consumer Durables,-,-,-,-0.1,-0.23,-0.34,0.66,16.07,Equity : Small Cap,2.94,30.51,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Tax Saver Fund(G),EQ-ELSS,3.0,2907.0,1.99,23-Nov-05,NIFTY 500 - TRI,74.24,76.49,62.51,-0.48,9.31,2.57,1.29,26.32,18.73,12.52,14.55,18.9,57.0,131549.0,65.96,23.34,7.67,Financials,-,-,-,6.07,0.06,0.09,0.91,17.68,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
L&T Mutual Fund,L&T Arbitrage Opp Fund-Reg(G),HY-ARB,5.0,2419.0,1.02,30-Jun-14,Nifty 50 Arbitrage,15.82,15.82,15.28,0.44,1.09,1.81,3.47,3.63,4.06,4.89,-,1249.33,137.0,55423.0,31.91,24.75,11.52,Financials,0.25,0.24,6.25,0.68,0.73,1.48,-0.02,0.94,Hybrid : Arbitrage,3.56,3.65,0.50% on or before 1M Nil after 1M
L&T Mutual Fund,L&T Balanced Advantage Fund-Reg(G),HY-DYN,2.0,1819.3,2.09,7-Feb-11,Crisil Short Term Bond Fund Index,31.04,31.54,29.08,-0.46,3.07,1.03,-1.82,6.95,7.85,6.94,10.48,414.4,74.0,108759.0,48.3,13.26,4.62,Financials,2.36,2.1,7.21,-4.08,-0.64,-0.99,0.5,6.8,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil for 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Business Cycles Fund-Reg(G),EQ-THEM,2.0,553.9,2.51,20-Aug-14,S&P BSE 500 - TRI,23.95,25.35,19.74,-2.68,9.16,5.7,-0.37,29.58,16.53,8.04,-,12.01,49.0,67918.0,42.57,29.43,23.37,Financials,-,-,-,4.08,-0.05,-0.08,0.91,18.55,Equity : Thematic,7.27,15.07,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Equity Savings Fund-Reg(G),HY-EQ,2.0,183.0,1.58,18-Oct-11,NIFTY 50 Equity Savings Index,23.44,23.54,22.18,0.16,3.03,1.28,2.08,13.34,10.22,6.92,8.03,681.83,55.0,72767.0,43.24,13.07,11.38,Financials,2.05,1.86,7.2,-0.3,-0.1,-0.16,0.33,4.76,Hybrid : Equity Oriented,1.35,8.53,Nil upto 10% of units and 0.50% for remaining units on or before 1M Nil after 1M
L&T Mutual Fund,L&T Flexicap Fund-Reg(G),EQ-FLEX,2.0,2787.5,2.07,16-May-05,S&P BSE 500 - TRI,120.07,126.0,103.88,-1.24,6.68,1.49,-4.97,20.51,14.04,8.82,12.58,31.93,71.0,113165.0,66.19,16.15,14.81,Financials,-,-,-,-0.98,-0.34,-0.51,0.89,17.46,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Hybrid Equity Fund-Reg(G),HY-EQ,3.0,4564.7,1.91,7-Feb-11,NIFTY 50 Hybrid Composite Debt 65:35 Index,36.64,39.31,32.24,0.25,7.08,0.72,-5.28,15.58,11.63,7.56,12.93,67.8,55.0,115015.0,50.11,18.66,5.98,Financials,2.03,1.73,7,-6.3,-0.46,-0.7,0.76,14.6,Hybrid : Equity Oriented,1.35,8.53,Nil for 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T India Value Fund-Reg(G),EQ-VAL,4.0,7639.8,1.85,8-Jan-10,S&P BSE 500 - TRI,57.94,61.56,48.83,-1.08,8.76,0.5,-4.92,27.66,18.57,9.79,17.56,33.96,63.0,84368.0,53.36,24.35,18.0,Financials,-,-,-,-0.03,-0.28,-0.43,0.94,18.6,Equity : Value / Contra,3.04,21.88,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Infrastructure Fund-Reg(G),EQ-INFRA,2.0,1405.2,2.21,27-Sep-07,Nifty Infrastructure - TRI,24.86,26.24,20.49,-2.93,10.29,2.94,0.16,40.08,17.48,7.56,14.44,26,52.0,30985.0,34.69,22.74,40.1,Capital Goods,-,-,-,5.95,0.05,0.08,0.89,19.66,Equity : Sectoral - Infrastructure,5.4,20.87,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Large and Midcap Fund-Reg(G),EQ-L&M,1.0,1575.6,2.23,22-May-06,NIFTY LargeMidcap 250 - TRI,72.5,75.38,58.88,0.53,12.41,5.06,-1.48,21.85,15.96,8.48,13.59,117.7,63.0,79237.0,55.06,32.49,11.61,Financials,-,-,-,3.65,-0.09,-0.13,0.99,20.2,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Midcap Fund-Reg(G),EQ-MID,1.0,6582.9,1.87,9-Aug-04,S&P BSE 150 MidCap - TRI,205.99,217.26,177.04,-1.22,4.89,1.11,-6.98,23.2,17.08,8.03,17.63,22.73,78.0,26433.0,9.79,70.22,14.23,Automobile and Ancillaries,-,-,-,-4.33,-0.51,-0.76,0.77,16.92,Equity : Mid Cap,0.53,23.53,Nil upto 10% of units and 1% for above the limits on or before 1Y Nil after 1Y
L&T Mutual Fund,L&T Tax Advt Fund-Reg(G),EQ-ELSS,2.0,3178.3,1.98,27-Feb-06,S&P BSE 500 - TRI,79.6,85.63,66.57,0.23,10.31,2.05,-4.59,21.44,14.43,8.15,13.37,100.01,61.0,141951.0,71.48,21.44,5.95,Financials,-,-,-,0.48,-0.26,-0.39,1.02,20.09,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
LIC Mutual Fund,LIC MF Equity Hybrid Fund(G),HY-EQ,3.0,423.5,2.51,1-Jan-91,CRISIL Hybrid 35+65 - Aggressive Index,135.82,144.1,122.17,-0.07,5.26,1.76,-4.07,13.15,8.53,7.7,8.88,20,45.0,186215.0,59.0,11.56,5.24,Financials,0.74,0.16,3.91,-5.01,-0.41,-0.65,0.87,13.23,Hybrid : Equity Oriented,1.35,8.53,Nil upto 12% on units and 1% on remaining units on or before 12M Nil after 12M
LIC Mutual Fund,LIC MF Flexi Cap Fund-Reg(G),EQ-FLEX,2.0,410.0,2.57,31-Mar-98,NIFTY 500 - TRI,66.73,70.55,56.84,0.47,8.03,3.95,-3.91,17.89,11.03,9.1,9.78,64,73.0,80944.0,55.31,18.68,21.85,Financials,-,-,-,0.38,-0.26,-0.41,0.88,17.09,Equity : Flexi Cap,-2.7,16.46,Nil upto 12% on units and 1% on remaining units on or before 12M Nil after 12M
LIC Mutual Fund,LIC MF Large & Midcap Fund-Reg(G),EQ-L&M,2.0,1966.7,2.34,25-Feb-15,NIFTY LargeMidcap 250 - TRI,24.65,25.85,21.19,-1.2,6.96,2.12,-4.25,25.23,16.85,11.38,-,36,72.0,60630.0,38.37,37.95,19.58,Financials,-,-,-,-0.5,-0.31,-0.47,0.86,17.18,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 12% on units and 1% on remaining units on or before 12M Nil after 12M
LIC Mutual Fund,LIC MF Tax Plan-Reg(G),EQ-ELSS,2.0,420.5,2.5,31-Mar-98,NIFTY 500 - TRI,100.55,105.12,85.95,-0.11,8.58,3.16,-4.84,22.34,12.82,10.45,13.28,37,57.0,134137.0,67.69,21.86,6.75,Financials,-,-,-,-1.21,-0.36,-0.55,0.91,17.46,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
LIC Mutual Fund,LIC MF ULIS,HY-SOL,3.0,427.9,2.58,19-Jun-89,CRISIL Hybrid 35+65 - Aggressive Index,27.26,28.37,24.09,-0.65,6.2,1.55,-3.19,21.02,12.03,9.67,10.49,21,44.0,153172.0,55.72,12.44,10.52,Financials,-,-,-,-4.54,-0.36,-0.55,0.93,14.16,Hybrid : Solution Oriented,-1.53,19.02,Nil
Mahindra Manulife Mutual Fund,Mahindra Manulife ELSS Kar Bachat Yojana-Reg(G),EQ-ELSS,4.0,494.4,2.46,18-Oct-16,NIFTY 500 - TRI,18.89,19.81,16.2,-0.36,7.33,1.31,-3.44,28.84,17.41,9.69,-,91,52.0,148255.0,69.53,16.99,10.3,Financials,-,-,-,1.11,-0.23,-0.36,0.93,17.55,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
